prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmoc_pco_ofici	prmoc_pco_moned	prmoc_pco_produ	prmoc_pnu_oper	prmoc_psa_actual
290	1	0	2403807	290	1	2	5865187	5690775.450000	
558	1	3	2403808	562	1	3	5942209	23333333.350000	
558	1	3	2403808	562	1	3	5946433	32083333.330000	
558	1	3	2403808	562	1	3	5939324	12500000.000000	
558	1	3	2403808	562	1	3	5938023	66666666.640000	
558	1	3	2403808	562	1	3	5941395	20000000.020000	
558	1	3	2403808	562	1	3	5944443	33750000.000000	
558	1	3	2403808	562	1	3	5944696	33750000.000000	
558	1	3	2403808	558	1	3	5938797	10000000.000000	
558	1	3	2403808	562	1	3	5939854	12500000.000000	
558	1	3	2403808	562	1	3	5940221	15000000.000000	
558	1	3	2403808	562	1	3	5943261	26666666.680000	
558	1	3	2403808	558	1	3	5946816	22916666.670000	
558	1	3	2403808	562	1	3	5947319	19999999.980000	
558	1	3	2403808	562	1	3	5947369	20000000.000000	
558	1	3	2403808	562	1	3	5945710	33333333.340000	
597	1	0	2403812	597	1	2	5865457	93811477.430000	
321	1	0	2403813	210	1	2	5917928	2607146.830000	
321	1	0	2403813	210	1	2	5932992	2609000.000000	
321	1	0	2403813	210	1	2	5930775	1724951.330000	
332	1	0	2403814	332	1	2	5865479	3928124.150000	
341	1	0	2403823	341	1	2	5866365	16720323.430000	
341	1	0	2403823	341	1	2	5869764	20249372.120000	
562	2	3	2403825	562	2	3	5951412	181645940.000000	
558	1	3	2403828	254	1	3	5944168	20000000.000000	
558	1	3	2403828	254	1	3	5944604	20000000.000000	
460	1	0	2403830	460	1	2	5866489	24336252.370000	
558	1	0	2403833	558	1	2	5866533	20448959.480000	
322	1	0	2403857	322	1	2	5866641	51657162.310000	
295	1	0	2403858	295	1	2	5946916	6000000.000000	
295	1	0	2403858	295	1	2	5867156	7477989.210000	
290	1	0	2403865	290	1	2	5867104	56293030.010000	
290	1	0	2403865	252	1	2	5934102	17069027.600000	
290	1	0	2403868	290	1	2	5867392	9624982.370000	
265	1	0	2403877	265	1	2	5926931	11484475.100000	
405	1	3	2403878	405	1	3	5938288	3102250.030000	
405	1	3	2403878	405	1	3	5943713	7880833.350000	
405	1	3	2403878	405	1	3	5936702	1780500.000000	
405	1	3	2403878	405	1	3	5940260	2709666.640000	
405	1	3	2403878	405	1	3	5944488	8510000.000000	
405	1	3	2403878	405	1	3	5935005	586416.630000	
405	1	3	2403878	405	1	3	5945553	9174000.010000	
405	1	3	2403878	405	1	3	5942241	5294499.980000	
405	1	3	2403878	405	1	3	5945290	9982000.000000	
405	1	3	2403878	405	1	3	5941153	4128750.000000	
405	1	3	2403878	405	1	3	5937482	1887000.000000	
405	1	3	2403878	405	1	3	5947532	8167000.000000	
405	1	3	2403878	405	1	3	5946469	6646666.660000	
405	1	3	2403878	405	1	3	5935662	905583.370000	
405	1	3	2403878	405	1	3	5947287	14762504.170000	
405	1	3	2403878	405	1	3	5943395	3164583.350000	
405	1	3	2403878	405	1	3	5946908	5204166.660000	
405	1	3	2403878	405	1	3	5939593	3023333.360000	
405	1	3	2403878	405	1	3	5943120	3089499.980000	
290	1	0	2403879	290	1	2	5918861	39478631.540000	
211	1	0	2403880	211	1	2	5868028	1272959.650000	
295	1	0	2403884	295	1	2	5869076	3154849.030000	
290	1	0	2403888	292	1	2	5868198	2527113.540000	
290	1	0	2403888	292	1	2	5871125	1514446.210000	
599	1	3	2403893	230	1	3	5945095	30000000.010000	
562	1	3	2403894	562	1	3	5937039	8749999.970000	
562	1	3	2403894	562	1	3	5939594	20833333.310000	
562	1	3	2403894	562	1	3	5939304	16666666.690000	
562	1	3	2403894	562	1	3	5943275	26666666.680000	
562	1	3	2403894	562	1	3	5943073	33333333.320000	
562	1	3	2403894	562	1	3	5934486	8333333.300000	
562	1	3	2403894	562	1	3	5938038	10000000.000000	
562	1	3	2403894	562	1	3	5938650	11666666.640000	
562	1	3	2403894	562	1	3	5938853	12500000.000000	
562	1	3	2403894	562	1	3	5940760	20000000.020000	
562	1	3	2403894	562	1	3	5936382	11250000.000000	
210	1	0	2403898	131	1	2	5919555	5555555.550000	
210	1	0	2403898	210	1	2	5907930	8333333.340000	
210	1	0	2403898	321	1	2	5933665	8333333.330000	
210	1	0	2403898	321	1	2	5933152	4444444.450000	
210	1	0	2403898	210	1	2	5911077	1666666.660000	
597	2	3	2403902	597	2	3	5936415	545467400.000000	
597	2	3	2403902	597	2	3	5937242	52958000.000000	
597	2	3	2403902	597	2	3	5937560	94540621.600000	
597	2	3	2403902	597	2	3	5938041	101403978.400000	
541	1	0	2403908	267	1	2	5868966	20112547.590000	
345	1	0	2403920	345	1	2	5924357	1016185.300000	
329	1	0	2403921	329	1	2	5869571	23677876.290000	
345	1	0	2403924	345	1	2	5869641	9864450.670000	
345	1	0	2403924	131	1	2	5915709	3591995.200000	
345	1	0	2403924	259	1	2	5941409	8759992.500000	
329	1	0	2403927	329	1	2	5869946	22025593.850000	
245	1	3	2403929	562	1	3	5943692	23333333.320000	
245	1	3	2403929	562	1	3	5945254	33333333.340000	
245	1	3	2403929	562	1	3	5936792	8749999.970000	
595	1	0	2403930	597	1	2	5919742	10037663.680000	
595	1	0	2403930	597	1	2	5919803	4015049.700000	
595	1	0	2403930	597	1	2	5926812	8551356.200000	
595	1	0	2403930	597	1	2	5920478	16775641.930000	
595	1	0	2403930	597	1	2	5909592	2921423.500000	
595	1	0	2403930	597	1	2	5927305	7410802.200000	
595	1	0	2403930	597	1	2	5910908	2577175.300000	
558	1	3	2403934	562	1	3	5941225	6000000.000000	
558	1	3	2403934	562	1	3	5945344	20833333.340000	
558	1	3	2403934	562	1	3	5945148	51666666.660000	
558	1	3	2403934	562	1	3	5942658	8750000.000000	
558	1	3	2403934	562	1	3	5937772	2000000.000000	
558	1	3	2403934	562	1	3	5933193	2000000.000000	
558	1	3	2403934	562	1	3	5933369	1333333.370000	
558	1	3	2403934	562	1	3	5938859	3750000.000000	
558	1	3	2403934	562	1	3	5951534	15000000.000000	
558	1	3	2403934	562	1	3	5947308	10000000.000000	
558	1	3	2403934	562	1	3	5933725	416666.630000	
558	1	3	2403934	562	1	3	5936885	4999999.970000	
558	1	3	2403934	562	1	3	5936508	3250000.030000	
558	1	3	2403934	562	1	3	5933561	416666.630000	
558	1	3	2403934	562	1	3	5934881	2000000.000000	
558	1	3	2403934	562	1	3	5946061	12500000.000000	
558	1	3	2403935	254	1	3	5935613	2500000.000000	
558	1	3	2403935	254	1	3	5941282	15000000.000000	
558	1	3	2403935	254	1	3	5937766	11666666.640000	
210	1	0	2403936	210	1	2	5922753	18076168.000000	
210	1	0	2403936	596	1	2	5925295	21600000.000000	
595	1	0	2403938	595	1	2	5912984	38128163.350000	
595	1	0	2403938	597	1	2	5905488	12863745.150000	
595	1	0	2403938	597	1	2	5908207	7203590.650000	
595	1	0	2403938	597	1	2	5942613	74765682.500000	
595	1	0	2403938	595	1	2	5911335	36948606.810000	
595	1	0	2403938	597	1	2	5901078	188270798.950000	
595	1	0	2403938	597	1	2	5946525	31742018.400000	
595	1	0	2403938	597	1	2	5930487	92372429.600000	
595	1	0	2403942	302	1	2	5913649	6441760.650000	
595	1	0	2403942	595	1	2	5930127	29304177.100000	
595	1	0	2403942	597	1	2	5940171	42807106.700000	
595	1	0	2403942	302	1	2	5918838	40047658.240000	
595	1	0	2403942	597	1	2	5941351	24660490.900000	
595	1	0	2403942	250	1	2	5922638	27515394.950000	
595	1	0	2403942	302	1	2	5909834	5161179.500000	
595	1	0	2403942	302	1	2	5919270	11885592.350000	
623	1	0	2403946	623	1	2	5871248	36665928.280000	
483	1	0	2403947	483	1	2	5871622	54659246.940000	
483	1	0	2403949	483	1	2	5871787	150138072.320000	
210	2	0	2403954	210	2	2	5926484	16831482.266000	
210	2	0	2403954	210	2	2	5872148	14876283.497600	
210	2	0	2403954	210	2	2	5929696	11270834.012200	
558	2	3	2403956	562	2	3	5944643	165228954.704200	
558	2	3	2403956	562	2	3	5945595	154460829.802800	
345	1	0	2403960	259	1	2	5932699	15930237.410000	
345	1	0	2403960	345	1	2	5871674	16139013.650000	
343	1	0	2403964	343	1	2	5871974	3389544.280000	
215	1	0	2403965	215	1	2	5872007	17140365.870000	
660	1	0	2403968	660	1	2	5872189	16121778.830000	
939	1	0	2403974	939	1	2	5872357	7231049.490000	
939	1	0	2403974	939	1	2	5872363	8883678.200000	
483	1	0	2403980	483	1	2	5872611	15708838.290000	
483	1	0	2403980	483	1	2	5872616	5117634.870000	
595	1	0	2403987	595	1	2	5873034	162579360.420000	
210	2	0	2403992	210	2	2	5873397	112992713.990400	
210	2	0	2403992	210	2	2	5873419	144542950.887200	
285	2	3	2403993	599	2	3	5943462	112977059.605600	
285	2	3	2403993	521	2	3	5939472	127098670.420000	
285	2	3	2403993	599	2	3	5946312	233015200.000000	
486	1	0	2403996	483	1	2	5918703	28806872.480000	
405	1	3	2403998	405	1	3	5943245	13333333.320000	
405	1	3	2403998	405	1	3	5941817	9916666.650000	
405	1	3	2403998	405	1	3	5938324	16666666.640000	
405	1	3	2403998	405	1	3	5934941	6500000.000000	
405	1	3	2403998	405	1	3	5940704	14000000.020000	
620	1	0	2404000	620	1	2	5906605	5116152.680000	
343	1	0	2404004	131	1	2	5944159	7654595.200000	
405	1	3	2404005	405	1	3	5946737	1840000000.000000	
405	1	3	2404006	405	1	3	5951300	700000000.000000	
405	1	3	2404006	405	1	3	5951301	245000000.000000	
275	1	0	2404007	275	1	2	5901642	35909487.960000	
595	1	0	2404008	302	1	2	5910031	5755338.600000	
595	1	0	2404008	302	1	2	5919488	7851660.850000	
595	1	0	2404008	259	1	2	5944889	4569688.350000	
595	1	0	2404008	259	1	2	5932450	4070139.600000	
405	2	3	2404014	405	2	3	5946970	434255600.000000	
405	2	3	2404020	405	2	3	5938387	335400680.788800	
405	2	3	2404020	405	2	3	5942288	926765000.000000	
405	2	3	2404020	405	2	3	5946422	970896664.901400	
405	2	3	2404020	405	2	3	5947497	1323950000.000000	
405	2	3	2404020	405	2	3	5944497	1191555000.000000	
405	2	3	2404020	405	2	3	5935006	132395000.000000	
405	2	3	2404020	405	2	3	5935370	97089649.014000	
211	1	0	2404024	131	1	2	5918462	1142380.030000	
948	2	0	2404026	948	2	2	5915700	15056663.741400	
562	1	3	2404045	254	1	3	5935222	2000000.000000	
562	1	3	2404045	254	1	3	5938037	3818181.840000	
562	1	3	2404045	254	1	3	5943499	10333333.320000	
562	1	3	2404045	254	1	3	5941098	2000000.000000	
595	1	0	2404054	131	1	2	5913673	1521553.350000	
595	1	0	2404054	259	1	2	5941496	9248306.550000	
595	1	0	2404054	259	1	2	5927200	14103217.200000	
250	1	0	2404058	250	1	2	5910894	1014083.610000	
405	1	3	2404062	254	1	3	5937714	20727272.720000	
405	1	3	2404062	254	1	3	5941672	13333333.350000	
405	1	3	2404062	254	1	3	5943010	13500000.000000	
405	1	3	2404062	254	1	3	5936510	16666666.640000	
215	1	0	2404069	259	1	2	5931652	14058739.350000	
290	1	0	2404070	290	1	2	5918929	9456598.900000	
290	1	0	2404070	290	1	2	5925743	4804079.700000	
290	1	0	2404070	290	1	2	5909447	4598818.100000	
290	1	0	2404070	290	1	2	5913577	4649148.800000	
290	1	0	2404070	290	1	2	5941832	4947174.950000	
290	1	0	2404070	290	1	2	5907134	4607452.650000	
